BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE,DAMAGE_PROPERTY_CPI
199601,1,2200,199601,2,1900,1000458.0,5538595,ARKANSAS,5.0,1996,January,Heavy Snow,Z,21,JOHNSON,LZK,1996-01-01 22:00:00,CST,1996-01-02 19:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"Heavy snow fell over parts of north-central and west-central Arkansas from late evening on the 1st until late afternoon on the 2nd.  Accumulations of 2 to 6 inches were common, with locally heavier amounts of 8 to 12 inches, especially in higher elevations.  A number of traffic accidents occurred as a result of snow-covered roads.",,PDC,
199601,1,2200,199601,2,1900,1000458.0,5538596,ARKANSAS,5.0,1996,January,Heavy Snow,Z,22,POPE,LZK,1996-01-01 22:00:00,CST,1996-01-02 19:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"Heavy snow fell over parts of north-central and west-central Arkansas from late evening on the 1st until late afternoon on the 2nd.  Accumulations of 2 to 6 inches were common, with locally heavier amounts of 8 to 12 inches, especially in higher elevations.  A number of traffic accidents occurred as a result of snow-covered roads.",,PDC,
199601,1,2200,199601,2,1900,1000458.0,5538591,ARKANSAS,5.0,1996,January,Heavy Snow,Z,14,STONE,LZK,1996-01-01 22:00:00,CST,1996-01-02 19:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"Heavy snow fell over parts of north-central and west-central Arkansas from late evening on the 1st until late afternoon on the 2nd.  Accumulations of 2 to 6 inches were common, with locally heavier amounts of 8 to 12 inches, especially in higher elevations.  A number of traffic accidents occurred as a result of snow-covered roads.",,PDC,
199601,1,2200,199601,2,1900,1000458.0,5538590,ARKANSAS,5.0,1996,January,Heavy Snow,Z,13,SEARCY,LZK,1996-01-01 22:00:00,CST,1996-01-02 19:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"Heavy snow fell over parts of north-central and west-central Arkansas from late evening on the 1st until late afternoon on the 2nd.  Accumulations of 2 to 6 inches were common, with locally heavier amounts of 8 to 12 inches, especially in higher elevations.  A number of traffic accidents occurred as a result of snow-covered roads.",,PDC,
199601,1,2200,199601,2,1900,1000458.0,5538592,ARKANSAS,5.0,1996,January,Heavy Snow,Z,15,IZARD,LZK,1996-01-01 22:00:00,CST,1996-01-02 19:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"Heavy snow fell over parts of north-central and west-central Arkansas from late evening on the 1st until late afternoon on the 2nd.  Accumulations of 2 to 6 inches were common, with locally heavier amounts of 8 to 12 inches, especially in higher elevations.  A number of traffic accidents occurred as a result of snow-covered roads.",,PDC,
199601,1,2200,199601,2,1900,1000458.0,5538589,ARKANSAS,5.0,1996,January,Heavy Snow,Z,12,NEWTON,LZK,1996-01-01 22:00:00,CST,1996-01-02 19:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"Heavy snow fell over parts of north-central and west-central Arkansas from late evening on the 1st until late afternoon on the 2nd.  Accumulations of 2 to 6 inches were common, with locally heavier amounts of 8 to 12 inches, especially in higher elevations.  A number of traffic accidents occurred as a result of snow-covered roads.",,PDC,
199601,1,2200,199601,2,1900,1000458.0,5538593,ARKANSAS,5.0,1996,January,Heavy Snow,Z,16,INDEPENDENCE,LZK,1996-01-01 22:00:00,CST,1996-01-02 19:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"Heavy snow fell over parts of north-central and west-central Arkansas from late evening on the 1st until late afternoon on the 2nd.  Accumulations of 2 to 6 inches were common, with locally heavier amounts of 8 to 12 inches, especially in higher elevations.  A number of traffic accidents occurred as a result of snow-covered roads.",,PDC,
199601,1,2200,199601,2,1900,1000458.0,5538594,ARKANSAS,5.0,1996,January,Heavy Snow,Z,20,FRANKLIN,LZK,1996-01-01 22:00:00,CST,1996-01-02 19:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"Heavy snow fell over parts of north-central and west-central Arkansas from late evening on the 1st until late afternoon on the 2nd.  Accumulations of 2 to 6 inches were common, with locally heavier amounts of 8 to 12 inches, especially in higher elevations.  A number of traffic accidents occurred as a result of snow-covered roads.",,PDC,
199601,1,2200,199601,2,1900,1000458.0,5538597,ARKANSAS,5.0,1996,January,Heavy Snow,Z,23,VAN BUREN,LZK,1996-01-01 22:00:00,CST,1996-01-02 19:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"Heavy snow fell over parts of north-central and west-central Arkansas from late evening on the 1st until late afternoon on the 2nd.  Accumulations of 2 to 6 inches were common, with locally heavier amounts of 8 to 12 inches, especially in higher elevations.  A number of traffic accidents occurred as a result of snow-covered roads.",,PDC,
199601,1,2200,199601,2,1900,1000458.0,5538601,ARKANSAS,5.0,1996,January,Heavy Snow,Z,38,YELL,LZK,1996-01-01 22:00:00,CST,1996-01-02 19:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"Heavy snow fell over parts of north-central and west-central Arkansas from late evening on the 1st until late afternoon on the 2nd.  Accumulations of 2 to 6 inches were common, with locally heavier amounts of 8 to 12 inches, especially in higher elevations.  A number of traffic accidents occurred as a result of snow-covered roads.",,PDC,
